id;sexe;usage_vehicule;type_vehicule;‰ge_vehicule;points_perdus_logical;type_conduite;formule;date_demande;etat_dossier;‰ge_client;tarif_intervalle;revenus_intervalle;enfants_logical;enfant_conduite_accompagne_logical;est_rouge
334;M;Commercial;Van;7.0;NO;Highly Rural/ Rural;dev_integral;09/04/2022 20:12;complet;53;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
335;F;Commercial;Minivan;9.0;YES;Highly Urban/ Urban;dev_integral;25/03/2022 02:23;complet;65;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
336;F;Private;SUV;20.0;NO;Highly Urban/ Urban;dev_express;31/03/2022 08:06;complet;47;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
337;M;Private;Sports Car;15.0;NO;Highly Urban/ Urban;dev_integral;02/02/2022 02:18;complet;17;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
338;M;Commercial;Pickup;7.0;NO;Highly Urban/ Urban;dev_integral;08/05/2022 12:04;complet;50;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
339;M;Commercial;SUV;9.0;NO;Highly Urban/ Urban;dev_integral;04/04/2022 21:09;complet;39;"[250Û;325Û]";[>100k];YES;FAUX;NO
340;F;Private;Sports Car;6.0;YES;Highly Urban/ Urban;dev_express;11/01/2022 12:37;complet;30;"[250Û;325Û]";[<20k];YES;VRAI;NO
341;M;Commercial;Panel Truck;8.0;YES;Highly Urban/ Urban;dev_express;22/03/2022 14:39;complet;61;"[250Û;325Û]";[>100k];YES;FAUX;NO
342;M;Commercial;Sports Car;1.0;NO;Highly Urban/ Urban;dev_integral;30/01/2022 05:24;complet;82;"[325Û;400Û]";"[40k;60k]";YES;FAUX;NO
343;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;09/05/2022 02:49;complet;35;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
344;M;Commercial;Minivan;5.0;YES;Highly Urban/ Urban;dev_integral;11/04/2022 20:56;complet;75;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
345;M;Commercial;Van;8.0;YES;Highly Urban/ Urban;dev_integral;10/01/2022 18:15;complet;56;"[250Û;325Û]";[>100k];NO;FAUX;YES
346;M;Private;SUV;inconnu;YES;Highly Urban/ Urban;dev_premium;26/03/2022 19:37;complet;56;"[400Û;500Û]";[>100k];NO;FAUX;NO
347;F;Commercial;Panel Truck;14.0;YES;Highly Urban/ Urban;dev_express;24/02/2022 04:11;complet;23;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
348;F;Commercial;Panel Truck;3.0;YES;Highly Urban/ Urban;dev_integral;05/03/2022 20:32;complet;21;"[250Û;325Û]";[>100k];YES;FAUX;NO
349;F;Private;Minivan;10.0;NO;Highly Urban/ Urban;dev_express;30/04/2022 22:26;complet;82;"[250Û;325Û]";[<20k];NO;FAUX;NO
350;M;Private;Sports Car;1.0;NO;Highly Rural/ Rural;dev_integral;26/01/2022 05:23;complet;35;"[250Û;325Û]";[<20k];NO;FAUX;NO
351;F;Private;Minivan;10.0;YES;Highly Urban/ Urban;dev_vip;06/01/2022 03:41;complet;87;"[650Û;725Û]";[>100k];YES;VRAI;NO
352;M;Private;Minivan;13.0;NO;Highly Urban/ Urban;dev_integral;09/01/2022 12:44;complet;29;"[325Û;400Û]";"[40k;60k]";NO;FAUX;YES
353;M;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;13/01/2022 00:17;complet;68;"[325Û;400Û]";"[80k;100k]";YES;FAUX;NO
354;F;Private;Sports Car;20.0;YES;Highly Urban/ Urban;dev_integral;10/05/2022 08:42;complet;82;"[250Û;325Û]";[>100k];NO;FAUX;NO
355;M;Commercial;Panel Truck;1.0;NO;Highly Rural/ Rural;dev_integral;02/03/2022 15:25;complet;80;"[325Û;400Û]";"[80k;100k]";YES;FAUX;NO
356;F;Private;Minivan;18.0;YES;Highly Urban/ Urban;dev_express;30/01/2022 12:21;complet;49;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
357;F;Private;SUV;25.0;NO;Highly Urban/ Urban;dev_integral;14/04/2022 07:57;complet;54;"[250Û;325Û]";[<20k];NO;FAUX;NO
358;M;Commercial;Panel Truck;19.0;NO;Highly Urban/ Urban;dev_integral;29/05/2022 01:33;complet;30;"[250Û;325Û]";[>100k];YES;FAUX;YES
359;M;Private;Pickup;17.0;NO;Highly Urban/ Urban;dev_express;24/05/2022 02:16;complet;5;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
360;F;Commercial;Pickup;11.0;YES;Highly Rural/ Rural;dev_integral;27/01/2022 13:08;complet;53;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
361;F;Private;Van;13.0;YES;Highly Urban/ Urban;dev_express;07/05/2022 12:43;complet;58;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
362;M;Commercial;SUV;8.0;NO;Highly Rural/ Rural;dev_premium;06/03/2022 05:37;complet;73;"[400Û;500Û]";"[20k;40k]";YES;FAUX;NO
363;M;Commercial;SUV;5.0;YES;Highly Urban/ Urban;dev_express;06/05/2022 19:28;complet;20;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
364;F;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_premium;23/01/2022 05:32;complet;55;"[500Û;575Û]";"[40k;60k]";YES;FAUX;NO
365;M;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;21/01/2022 14:17;complet;25;"[250Û;325Û]";[<20k];YES;FAUX;NO
366;M;Private;Minivan;inconnu;YES;Highly Urban/ Urban;dev_integral;24/05/2022 23:51;complet;63;"[250Û;325Û]";[<20k];YES;FAUX;YES
367;F;Private;Minivan;8.0;YES;Highly Rural/ Rural;dev_integral;23/04/2022 17:43;complet;41;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
368;F;Private;SUV;9.0;NO;Highly Urban/ Urban;dev_express;19/02/2022 18:27;complet;62;"[250Û;325Û]";[>100k];NO;FAUX;NO
369;F;Private;Minivan;7.0;NO;Highly Rural/ Rural;dev_express;10/01/2022 09:54;complet;69;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
370;M;Private;Sports Car;13.0;NO;Highly Urban/ Urban;dev_premium;26/02/2022 17:17;complet;10;"[400Û;500Û]";"[40k;60k]";YES;FAUX;NO
371;F;Private;SUV;10.0;NO;Highly Urban/ Urban;dev_express;03/01/2022 08:13;complet;35;"[250Û;325Û]";[<20k];YES;VRAI;NO
372;M;Private;Minivan;inconnu;NO;Highly Urban/ Urban;dev_integral;27/01/2022 16:05;complet;61;"[250Û;325Û]";[<20k];NO;FAUX;YES
373;M;Commercial;Panel Truck;8.0;YES;Highly Rural/ Rural;dev_integral;26/05/2022 01:19;complet;86;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
374;F;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;07/03/2022 14:13;complet;50;"[325Û;400Û]";[<20k];YES;FAUX;NO
375;F;Private;SUV;inconnu;YES;Highly Urban/ Urban;dev_express;16/04/2022 20:05;complet;51;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
376;M;Private;SUV;6.0;YES;Highly Urban/ Urban;dev_express;23/05/2022 01:28;complet;45;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
377;F;Private;SUV;11.0;NO;Highly Urban/ Urban;dev_premium;08/01/2022 06:18;complet;69;"[400Û;500Û]";"[20k;40k]";YES;FAUX;NO
378;M;Private;Minivan;21.0;NO;Highly Urban/ Urban;dev_integral;29/05/2022 04:55;complet;21;"[325Û;400Û]";"[60k;80k]";YES;FAUX;NO
379;M;Private;Minivan;8.0;YES;Highly Urban/ Urban;dev_integral;10/01/2022 03:39;complet;72;"[250Û;325Û]";"[40k;60k]";YES;VRAI;YES
380;F;Private;Minivan;inconnu;NO;Highly Urban/ Urban;dev_integral;18/04/2022 14:58;complet;56;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
381;M;Private;Minivan;18.0;YES;Highly Urban/ Urban;dev_express;16/01/2022 03:51;complet;12;"[250Û;325Û]";[>100k];YES;FAUX;NO
382;M;Commercial;Van;7.0;YES;Highly Urban/ Urban;dev_express;02/01/2022 13:57;complet;78;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
383;M;Commercial;Van;16.0;YES;Highly Urban/ Urban;dev_integral;18/03/2022 04:49;complet;69;"[325Û;400Û]";[>100k];NO;FAUX;NO
384;M;Private;Sports Car;14.0;NO;Highly Urban/ Urban;dev_premium;19/01/2022 09:26;complet;74;"[400Û;500Û]";[>100k];NO;FAUX;NO
385;M;Commercial;SUV;11.0;NO;Highly Urban/ Urban;dev_integral;06/05/2022 19:13;complet;12;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
386;F;Commercial;SUV;4.0;YES;Highly Urban/ Urban;dev_express;27/04/2022 00:03;complet;67;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
387;M;Private;Minivan;19.0;YES;Highly Urban/ Urban;dev_express;16/02/2022 20:52;complet;14;"[250Û;325Û]";[>100k];NO;FAUX;NO
388;F;Private;Pickup;14.0;NO;Highly Urban/ Urban;dev_integral;06/03/2022 03:04;complet;90;"[250Û;325Û]";[<20k];NO;FAUX;NO
389;M;Private;SUV;5.0;NO;Highly Rural/ Rural;dev_express;07/01/2022 02:54;complet;40;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
390;M;Private;Minivan;16.0;NO;Highly Urban/ Urban;dev_express;23/02/2022 11:01;complet;73;"[250Û;325Û]";[>100k];YES;FAUX;YES
391;F;Private;SUV;12.0;NO;Highly Urban/ Urban;dev_integral;11/04/2022 10:47;complet;43;"[250Û;325Û]";[>100k];YES;VRAI;NO
392;F;Private;Sports Car;15.0;YES;Highly Urban/ Urban;dev_integral;16/03/2022 21:12;complet;38;"[250Û;325Û]";[<20k];NO;FAUX;NO
393;F;Commercial;Minivan;11.0;YES;Highly Urban/ Urban;dev_express;13/05/2022 08:26;complet;44;"[250Û;325Û]";[<20k];NO;FAUX;NO
394;M;Commercial;Panel Truck;7.0;YES;Highly Urban/ Urban;dev_express;08/01/2022 21:15;complet;49;"[250Û;325Û]";[>100k];NO;FAUX;YES
395;F;Private;Van;3.0;NO;Highly Urban/ Urban;dev_express;13/03/2022 10:59;complet;72;"[250Û;325Û]";[>100k];NO;FAUX;YES
396;M;Commercial;Pickup;8.0;YES;Highly Urban/ Urban;dev_express;05/01/2022 22:40;complet;78;"[250Û;325Û]";"[20k;40k]";NO;FAUX;YES
397;F;Commercial;Pickup;8.0;YES;Highly Urban/ Urban;dev_premium;17/02/2022 01:45;complet;39;"[400Û;500Û]";"[60k;80k]";YES;VRAI;NO
398;M;Private;SUV;16.0;NO;Highly Rural/ Rural;dev_premium;14/04/2022 05:13;complet;92;"[325Û;400Û]";[<20k];NO;FAUX;NO
399;M;Private;SUV;10.0;YES;Highly Urban/ Urban;dev_express;10/02/2022 01:05;complet;78;"[250Û;325Û]";[<20k];NO;FAUX;NO
400;M;Commercial;Minivan;9.0;NO;Highly Rural/ Rural;dev_integral;17/04/2022 21:45;complet;72;"[250Û;325Û]";"[80k;100k]";YES;VRAI;NO
401;F;Commercial;Sports Car;1.0;YES;Highly Urban/ Urban;dev_integral;15/02/2022 14:51;complet;15;"[325Û;400Û]";[<20k];NO;FAUX;NO
402;M;Commercial;Panel Truck;5.0;NO;Highly Urban/ Urban;dev_integral;07/04/2022 15:44;complet;4;"[250Û;325Û]";[>100k];NO;FAUX;NO
403;M;Private;SUV;5.0;YES;Highly Urban/ Urban;dev_express;11/01/2022 21:36;complet;89;"[250Û;325Û]";[<20k];YES;FAUX;NO
404;M;Commercial;Panel Truck;16.0;NO;Highly Urban/ Urban;dev_express;29/01/2022 06:11;complet;65;"[250Û;325Û]";[>100k];NO;FAUX;NO
405;M;Commercial;Panel Truck;19.0;YES;Highly Urban/ Urban;dev_express;27/01/2022 10:26;complet;60;"[250Û;325Û]";[>100k];NO;FAUX;YES
406;F;Private;Minivan;7.0;NO;Highly Urban/ Urban;dev_integral;09/04/2022 17:13;complet;5;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
407;F;Commercial;SUV;8.0;NO;Highly Urban/ Urban;dev_integral;04/02/2022 22:31;complet;22;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
408;M;Private;Minivan;9.0;YES;Highly Urban/ Urban;dev_premium;13/04/2022 19:59;complet;10;"[325Û;400Û]";"[60k;80k]";YES;FAUX;NO
409;M;Commercial;Van;14.0;YES;Highly Urban/ Urban;dev_premium;01/03/2022 04:29;complet;40;"[325Û;400Û]";[<20k];NO;FAUX;YES
410;F;Private;SUV;1.0;NO;Highly Urban/ Urban;dev_premium;13/02/2022 11:48;complet;63;"[325Û;400Û]";[<20k];NO;FAUX;NO
411;M;Commercial;Van;1.0;YES;Highly Urban/ Urban;dev_integral;27/03/2022 04:34;complet;65;"[250Û;325Û]";"[20k;40k]";YES;FAUX;YES
412;M;Private;Sports Car;14.0;NO;Highly Urban/ Urban;dev_express;26/03/2022 22:33;complet;50;"[250Û;325Û]";[>100k];NO;FAUX;NO
413;F;Private;Pickup;inconnu;NO;Highly Urban/ Urban;dev_premium;05/04/2022 17:32;complet;82;"[400Û;500Û]";"[80k;100k]";NO;FAUX;NO
414;F;Private;SUV;16.0;YES;Highly Rural/ Rural;dev_premium;23/01/2022 22:34;complet;10;"[400Û;500Û]";[<20k];NO;FAUX;NO
415;M;Commercial;Pickup;16.0;NO;Highly Urban/ Urban;dev_integral;14/02/2022 23:26;complet;77;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
416;F;Private;Pickup;inconnu;NO;Highly Urban/ Urban;dev_express;31/03/2022 03:07;complet;56;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
417;M;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;11/05/2022 06:47;complet;51;"[325Û;400Û]";[<20k];NO;FAUX;NO
418;F;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;24/03/2022 15:19;complet;39;"[325Û;400Û]";[<20k];YES;FAUX;NO
419;M;Private;Pickup;1.0;YES;Highly Urban/ Urban;dev_express;29/03/2022 12:51;complet;74;"[250Û;325Û]";[<20k];NO;FAUX;NO
420;F;Commercial;Panel Truck;1.0;NO;Highly Urban/ Urban;dev_integral;02/01/2022 23:38;complet;37;"[250Û;325Û]";[<20k];YES;FAUX;YES
421;M;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;29/05/2022 03:14;complet;70;"[325Û;400Û]";"[20k;40k]";YES;VRAI;YES
422;M;Private;Van;16.0;YES;Highly Urban/ Urban;dev_integral;18/04/2022 23:11;complet;17;"[325Û;400Û]";"[80k;100k]";NO;FAUX;NO
423;M;Private;Minivan;1.0;YES;Highly Rural/ Rural;dev_integral;17/04/2022 11:37;complet;67;"[250Û;325Û]";[<20k];NO;FAUX;NO
424;M;Commercial;Minivan;7.0;YES;Highly Urban/ Urban;dev_integral;08/03/2022 08:49;complet;84;"[325Û;400Û]";"[80k;100k]";NO;FAUX;YES
425;F;Private;Sports Car;12.0;NO;Highly Urban/ Urban;dev_express;28/04/2022 19:59;complet;89;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
426;M;Commercial;SUV;7.0;YES;Highly Rural/ Rural;dev_premium;05/04/2022 14:33;complet;47;"[400Û;500Û]";"[80k;100k]";NO;FAUX;NO
427;M;Commercial;Minivan;5.0;NO;Highly Urban/ Urban;dev_premium;30/03/2022 17:39;complet;43;"[500Û;575Û]";"[20k;40k]";YES;VRAI;NO
428;F;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;09/04/2022 15:27;complet;59;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
429;F;Commercial;Panel Truck;18.0;YES;Highly Urban/ Urban;dev_express;06/05/2022 19:05;complet;63;"[250Û;325Û]";[>100k];NO;FAUX;NO
430;F;Private;SUV;11.0;YES;Highly Rural/ Rural;dev_integral;29/04/2022 01:23;complet;72;"[325Û;400Û]";"[40k;60k]";YES;VRAI;NO
431;F;Commercial;SUV;1.0;YES;Highly Urban/ Urban;dev_express;03/01/2022 09:08;complet;49;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
432;M;Commercial;Panel Truck;4.0;YES;Highly Rural/ Rural;dev_vip;09/05/2022 02:38;complet;21;"[800Û;1000Û]";"[60k;80k]";NO;FAUX;YES
433;F;Commercial;Pickup;17.0;NO;Highly Urban/ Urban;dev_integral;22/01/2022 15:35;complet;92;"[250Û;325Û]";[<20k];NO;FAUX;YES
434;F;Private;Minivan;15.0;NO;Highly Urban/ Urban;dev_express;29/04/2022 09:35;complet;10;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
435;F;Commercial;Panel Truck;inconnu;YES;Highly Urban/ Urban;dev_integral;24/02/2022 09:29;complet;73;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
436;F;Commercial;Pickup;1.0;NO;Highly Urban/ Urban;dev_express;01/04/2022 04:04;complet;58;"[250Û;325Û]";[<20k];NO;FAUX;YES
437;F;Commercial;Pickup;13.0;YES;Highly Urban/ Urban;dev_express;12/02/2022 03:31;complet;83;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
438;F;Private;Van;12.0;NO;Highly Urban/ Urban;dev_integral;19/04/2022 19:52;complet;59;"[250Û;325Û]";"[40k;60k]";YES;FAUX;YES
439;M;Commercial;SUV;6.0;YES;Highly Urban/ Urban;dev_premium;06/02/2022 22:10;complet;79;"[400Û;500Û]";[<20k];YES;FAUX;NO
440;F;Private;Sports Car;9.0;NO;Highly Urban/ Urban;dev_integral;07/01/2022 04:46;complet;60;"[250Û;325Û]";[<20k];YES;FAUX;NO
441;F;Commercial;Pickup;1.0;NO;Highly Urban/ Urban;dev_premium;19/03/2022 01:46;complet;30;"[325Û;400Û]";[<20k];NO;FAUX;YES
442;F;Private;Pickup;inconnu;NO;Highly Urban/ Urban;dev_integral;10/03/2022 21:24;complet;73;"[250Û;325Û]";[<20k];NO;FAUX;NO
443;F;Commercial;Pickup;19.0;NO;Highly Urban/ Urban;dev_integral;08/05/2022 21:30;complet;50;"[325Û;400Û]";"[20k;40k]";NO;FAUX;YES
444;F;Commercial;SUV;7.0;NO;Highly Urban/ Urban;dev_express;09/03/2022 21:30;complet;88;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
445;M;Private;SUV;15.0;YES;Highly Urban/ Urban;dev_express;20/04/2022 18:29;complet;73;"[250Û;325Û]";[<20k];NO;FAUX;NO
446;F;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;05/04/2022 00:30;complet;81;"[250Û;325Û]";[>100k];NO;FAUX;YES
447;M;Private;SUV;9.0;YES;Highly Urban/ Urban;dev_integral;20/05/2022 14:23;complet;48;"[250Û;325Û]";"[80k;100k]";YES;FAUX;NO
448;M;Private;SUV;6.0;YES;Highly Urban/ Urban;dev_integral;03/03/2022 09:25;complet;64;"[250Û;325Û]";[<20k];YES;FAUX;NO
449;F;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_express;12/03/2022 08:44;complet;70;"[250Û;325Û]";[<20k];YES;VRAI;NO
450;F;Private;Sports Car;12.0;NO;Highly Urban/ Urban;dev_express;06/01/2022 12:56;complet;83;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
451;M;Commercial;Pickup;4.0;YES;Highly Urban/ Urban;dev_express;17/01/2022 08:56;complet;28;"[250Û;325Û]";[<20k];NO;FAUX;YES
452;F;Private;SUV;8.0;YES;Highly Urban/ Urban;dev_integral;04/03/2022 00:51;complet;91;"[250Û;325Û]";[<20k];YES;FAUX;NO
453;F;Private;SUV;20.0;NO;Highly Urban/ Urban;dev_premium;28/02/2022 08:01;complet;52;"[400Û;500Û]";[>100k];NO;FAUX;NO
454;M;Commercial;Van;4.0;NO;Highly Urban/ Urban;dev_express;22/03/2022 17:53;complet;39;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
455;F;Commercial;Minivan;10.0;NO;Highly Urban/ Urban;dev_express;09/05/2022 14:13;complet;24;"[250Û;325Û]";"[40k;60k]";YES;FAUX;NO
456;F;Commercial;Pickup;inconnu;NO;Highly Urban/ Urban;dev_integral;11/03/2022 14:38;complet;36;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
457;F;Commercial;Van;1.0;YES;Highly Urban/ Urban;dev_integral;19/02/2022 23:44;complet;52;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
458;F;Private;Sports Car;8.0;YES;Highly Urban/ Urban;dev_premium;28/04/2022 20:05;complet;37;"[400Û;500Û]";[<20k];YES;FAUX;NO
459;M;Private;Pickup;1.0;NO;Highly Urban/ Urban;dev_integral;01/03/2022 15:58;complet;28;"[250Û;325Û]";[>100k];NO;FAUX;YES
460;M;Private;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;17/01/2022 02:58;complet;37;"[250Û;325Û]";"[80k;100k]";YES;VRAI;YES
461;M;Private;SUV;9.0;NO;Highly Rural/ Rural;dev_premium;12/03/2022 07:57;complet;59;"[325Û;400Û]";[<20k];NO;FAUX;NO
462;M;Private;Sports Car;5.0;YES;Highly Urban/ Urban;dev_express;14/04/2022 03:21;complet;47;"[250Û;325Û]";"[60k;80k]";NO;FAUX;NO
463;M;Commercial;Panel Truck;12.0;NO;Highly Urban/ Urban;dev_express;17/02/2022 11:06;complet;34;"[250Û;325Û]";"[80k;100k]";NO;FAUX;NO
464;F;Private;Minivan;11.0;YES;Highly Urban/ Urban;dev_integral;19/04/2022 19:04;complet;59;"[250Û;325Û]";"[40k;60k]";NO;FAUX;NO
465;M;Commercial;Pickup;5.0;NO;Highly Rural/ Rural;dev_integral;18/05/2022 10:53;complet;75;"[250Û;325Û]";[<20k];YES;VRAI;NO
466;M;Commercial;Pickup;12.0;YES;Highly Rural/ Rural;dev_express;13/03/2022 05:28;complet;87;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
467;F;Commercial;Van;inconnu;NO;Highly Urban/ Urban;dev_express;11/05/2022 14:01;complet;1;"[250Û;325Û]";[>100k];YES;VRAI;YES
468;F;Commercial;Panel Truck;inconnu;YES;Highly Urban/ Urban;dev_premium;11/01/2022 02:15;complet;12;"[400Û;500Û]";"[80k;100k]";NO;FAUX;NO
469;F;Private;SUV;6.0;YES;Highly Urban/ Urban;dev_integral;09/05/2022 11:12;complet;20;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
470;F;Commercial;Minivan;1.0;YES;Highly Urban/ Urban;dev_integral;04/01/2022 12:36;complet;57;"[250Û;325Û]";[<20k];YES;VRAI;NO
471;F;Private;SUV;6.0;YES;Highly Urban/ Urban;dev_express;30/05/2022 20:12;complet;55;"[250Û;325Û]";[<20k];YES;FAUX;NO
472;M;Private;Minivan;9.0;YES;Highly Urban/ Urban;dev_express;06/03/2022 00:29;complet;28;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
473;M;Private;SUV;4.0;YES;Highly Urban/ Urban;dev_premium;19/01/2022 12:12;complet;23;"[400Û;500Û]";"[20k;40k]";YES;FAUX;NO
474;F;Private;Pickup;9.0;YES;Highly Urban/ Urban;dev_integral;20/04/2022 02:39;complet;6;"[325Û;400Û]";"[40k;60k]";YES;FAUX;NO
475;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_express;24/05/2022 17:45;complet;57;"[250Û;325Û]";[<20k];NO;FAUX;NO
476;F;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_express;26/03/2022 13:13;complet;22;"[250Û;325Û]";[<20k];YES;FAUX;NO
477;F;Private;SUV;8.0;YES;Highly Urban/ Urban;dev_integral;23/03/2022 14:10;complet;77;"[250Û;325Û]";[<20k];NO;FAUX;NO
478;M;Commercial;Panel Truck;18.0;NO;Highly Urban/ Urban;dev_integral;12/04/2022 00:22;complet;28;"[250Û;325Û]";[>100k];NO;FAUX;YES
479;M;Private;Minivan;11.0;NO;Highly Urban/ Urban;dev_integral;15/04/2022 13:43;complet;30;"[250Û;325Û]";[>100k];NO;FAUX;NO
480;F;Commercial;Pickup;6.0;YES;Highly Urban/ Urban;dev_express;20/04/2022 01:02;complet;69;"[250Û;325Û]";"[40k;60k]";NO;FAUX;YES
481;F;Private;SUV;1.0;NO;Highly Rural/ Rural;dev_integral;02/05/2022 23:12;complet;71;"[250Û;325Û]";"[20k;40k]";NO;FAUX;NO
482;F;Private;Van;1.0;YES;Highly Urban/ Urban;dev_express;21/05/2022 08:38;complet;68;"[250Û;325Û]";[<20k];YES;FAUX;YES
483;F;Private;SUV;inconnu;NO;Highly Urban/ Urban;dev_express;01/03/2022 18:29;complet;25;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
484;F;Private;Minivan;7.0;YES;Highly Urban/ Urban;dev_premium;10/05/2022 11:14;complet;53;"[400Û;500Û]";"[60k;80k]";YES;VRAI;NO
485;F;Private;Sports Car;10.0;YES;Highly Urban/ Urban;dev_integral;06/03/2022 05:10;complet;72;"[250Û;325Û]";[>100k];NO;FAUX;NO
486;F;Private;Minivan;1.0;NO;Highly Rural/ Rural;dev_integral;26/05/2022 01:21;complet;4;"[250Û;325Û]";[<20k];NO;FAUX;NO
487;F;Private;Sports Car;1.0;YES;Highly Urban/ Urban;dev_integral;25/04/2022 09:36;complet;22;"[250Û;325Û]";"[20k;40k]";YES;VRAI;NO
488;M;Commercial;SUV;1.0;NO;Highly Rural/ Rural;dev_premium;29/05/2022 19:59;complet;60;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
489;M;Private;Sports Car;10.0;YES;Highly Urban/ Urban;dev_express;03/02/2022 15:04;complet;9;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
490;M;Commercial;Minivan;8.0;NO;Highly Urban/ Urban;dev_express;16/05/2022 00:02;complet;28;"[250Û;325Û]";"[20k;40k]";YES;FAUX;NO
491;F;Private;SUV;10.0;YES;Highly Urban/ Urban;dev_express;15/05/2022 09:25;complet;59;"[250Û;325Û]";"[60k;80k]";YES;VRAI;NO
492;M;Private;SUV;6.0;YES;Highly Urban/ Urban;dev_express;28/05/2022 03:24;complet;74;"[250Û;325Û]";"[60k;80k]";YES;FAUX;NO
493;F;Commercial;Pickup;11.0;YES;Highly Rural/ Rural;dev_integral;27/03/2022 17:26;complet;76;"[250Û;325Û]";[<20k];NO;FAUX;YES
494;M;Private;SUV;1.0;YES;Highly Urban/ Urban;dev_integral;03/02/2022 09:48;complet;50;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
495;F;Commercial;Panel Truck;8.0;YES;Highly Urban/ Urban;dev_premium;06/05/2022 15:53;complet;9;"[500Û;575Û]";[>100k];NO;FAUX;YES
496;F;Private;Minivan;inconnu;YES;Highly Rural/ Rural;dev_premium;12/05/2022 06:56;complet;21;"[325Û;400Û]";"[20k;40k]";NO;FAUX;NO
497;F;Commercial;Van;13.0;YES;Highly Urban/ Urban;dev_integral;15/01/2022 18:39;complet;72;"[250Û;325Û]";"[80k;100k]";NO;FAUX;YES
498;M;Commercial;Pickup;1.0;YES;Highly Urban/ Urban;dev_integral;24/01/2022 13:18;complet;14;"[325Û;400Û]";[<20k];YES;VRAI;YES
499;M;Private;Pickup;19.0;NO;Highly Urban/ Urban;dev_integral;17/03/2022 06:56;complet;49;"[325Û;400Û]";[>100k];NO;FAUX;NO
500;M;Private;SUV;9.0;YES;Highly Rural/ Rural;dev_integral;29/03/2022 02:50;complet;92;"[250Û;325Û]";[<20k];NO;FAUX;NO
501;M;Private;Pickup;inconnu;NO;Highly Urban/ Urban;dev_express;10/05/2022 07:12;complet;19;"[250Û;325Û]";"[60k;80k]";NO;FAUX;YES
